"","B1PAGE_M2","B1PRSEX","B1PD1","B1PD2","B1PD14","B1PD15","B1SNEGFW","TROUBLE","B1SQ1"
"1308",44,"(1) Male","(1) Yes","(04) Daughter",12,10,10,"Most or all of the time",5
"1309",53,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"1310",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1311",60,"(1) Male","(2) No",NA,NA,NA,11,"Never",8
"1312",67,"(2) Female","(2) No",NA,NA,NA,5,"Never",6
"1313",40,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"1314",38,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1315",39,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"1316",45,"(1) Male",NA,NA,NA,NA,6,NA,7
"1317",66,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1318",54,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"1319",55,"(2) Female","(1) Yes","(03) Son",0,20,8,NA,8
"1320",50,"(2) Female","(2) No",NA,NA,NA,9,NA,7
"1321",54,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",10
"1322",54,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"1323",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1324",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"1325",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1326",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1327",53,"(2) Female","(1) Yes","(01) Husband",2,NA,10,NA,7
"1328",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"1329",41,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1330",51,"(2) Female","(2) No",NA,NA,NA,7,NA,9
"1331",47,"(1) Male","(2) No",NA,NA,NA,12,"Never",8
"1332",71,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1333",65,"(2) Female","(2) No",NA,NA,NA,9,"Most or all of the time",8
"1334",40,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"1335",51,"(1) Male","(2) No",NA,NA,NA,11,"Never",7
"1336",36,"(1) Male","(1) Yes","(13) Other (specify)",NA,96,NA,NA,NA
"1337",46,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"1338",51,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1339",52,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"1340",55,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"1341",57,"(2) Female","(2) No",NA,NA,NA,15,NA,8
"1342",36,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1343",79,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1344",36,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1345",67,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"1346",36,"(2) Female","(2) No",NA,NA,NA,10,NA,7
"1347",82,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"1348",53,"(2) Female","(2) No",NA,NA,NA,4,"Never",10
"1349",52,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"1350",43,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"1351",52,"(1) Male","(2) No",NA,NA,NA,6,NA,9
"1352",65,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1353",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1354",36,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",9
"1355",57,"(1) Male","(2) No",NA,NA,NA,8,"Never",6
"1356",56,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1357",77,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"1358",74,"(2) Female","(2) No",NA,NA,NA,4,NA,9
"1359",46,"(2) Female","(1) Yes","(13) Other (specify)",52,8,NA,NA,NA
"1360",59,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",9
"1361",46,"(2) Female","(2) No",NA,NA,NA,12,"Never",8
"1362",50,"(2) Female","(2) No",NA,NA,NA,12,"Never",5
"1363",47,"(2) Female","(2) No",NA,NA,NA,11,NA,6
"1364",45,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"1365",47,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"1366",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",3
"1367",82,"(1) Male","(2) No",NA,NA,NA,NA,NA,10
"1368",60,"(2) Female","(1) Yes","(08) Sister",16,96,NA,"Once or a few times",10
"1369",42,"(1) Male","(2) No",NA,NA,NA,10,"Never",10
"1370",48,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"1371",43,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"1372",53,"(2) Female","(2) No",NA,NA,NA,4,"Never",7
"1373",69,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1374",59,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"1375",51,"(2) Female","(2) No",NA,NA,NA,11,"Most or all of the time",6
"1376",66,"(2) Female","(2) No",NA,NA,NA,6,"Never",7
"1377",56,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"1378",71,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"1379",43,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"1380",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"1381",44,"(2) Female","(1) Yes","(06) Mother",4,35,NA,"Never",9
"1382",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1383",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1384",57,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",9
"1385",44,"(2) Female","(2) No",NA,NA,NA,9,NA,9
"1386",42,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1387",34,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"1388",67,"(2) Female","(1) Yes","(08) Sister",15,2,NA,NA,9
"1389",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1390",40,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",5
"1391",67,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1392",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1393",58,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",6
"1394",34,"(2) Female","(2) No",NA,NA,NA,6,NA,5
"1395",43,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"1396",45,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"1397",37,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"1398",56,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"1399",77,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1400",37,"(2) Female","(1) Yes","(10) Grandmother",25,10,NA,NA,NA
"1401",76,"(1) Male","(1) Yes","(02) Wife",52,96,NA,"Never",8
"1402",51,"(2) Female","(1) Yes","(06) Mother",49,96,NA,"Never",9
"1403",44,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1404",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1405",71,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"1406",75,"(2) Female","(1) Yes","(01) Husband",8,NA,7,"Never",8
"1407",75,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1408",61,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"1409",59,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1410",48,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"1411",54,"(2) Female","(2) No",NA,NA,NA,6,"Never",7
"1412",39,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",10
"1413",65,"(2) Female","(2) No",NA,NA,NA,8,"Never",7
"1414",64,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"1415",66,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"1416",57,"(2) Female","(2) No",NA,NA,NA,9,NA,5
"1417",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1418",82,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"1419",62,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"1420",50,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"1421",54,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1422",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1423",61,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"1424",83,"(2) Female","(2) No",NA,NA,NA,8,NA,10
"1425",40,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"1426",50,"(2) Female","(2) No",NA,NA,NA,8,"Most or all of the time",4
"1427",39,"(2) Female","(1) Yes","(05) Father",1,10,11,NA,7
"1428",53,"(2) Female","(2) No",NA,NA,NA,6,"Never",8
"1429",36,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"1430",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1431",36,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",5
"1432",52,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"1433",75,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1434",54,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"1435",57,"(1) Male","(1) Yes","(11) Father-in-law",52,15,11,"Once or a few times",8
"1436",64,"(2) Female","(2) No",NA,NA,NA,7,"Never",7
"1437",61,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"1438",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"1439",83,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"1440",55,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"1441",44,"(2) Female","(2) No",NA,NA,NA,15,NA,6
"1442",56,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"1443",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1444",51,"(2) Female","(2) No",NA,NA,NA,9,NA,6
"1445",48,"(2) Female","(1) Yes","(10) Grandmother",52,NA,7,NA,8
"1446",55,"(2) Female","(2) No",NA,NA,NA,11,"Never",9
"1447",39,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"1448",49,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"1449",53,"(2) Female","(2) No",NA,NA,NA,10,"Never",10
"1450",63,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"1451",57,"(2) Female","(1) Yes","(13) Other (specify)",30,12,4,"Never",8
"1452",50,"(1) Male","(2) No",NA,NA,NA,7,NA,5
"1453",37,"(2) Female","(1) Yes","(06) Mother",8,96,9,"Once or a few times",7
"1454",57,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"1455",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1456",63,"(2) Female","(2) No",NA,NA,NA,5,"Never",9
"1457",53,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"1458",64,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"1459",50,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"1460",48,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"1461",56,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1462",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1463",72,"(1) Male","(1) Yes","(03) Son",NA,2,9,"Once or a few times",6
"1464",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1465",63,"(1) Male","(2) No",NA,NA,NA,12,"Never",8
"1466",56,"(2) Female","(1) Yes","(08) Sister",1,96,NA,NA,8
"1467",38,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"1468",42,"(1) Male","(1) Yes","(13) Other (specify)",1,10,12,"Once or a few times",8
"1469",50,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1470",54,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"1471",47,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"1472",65,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",10
"1473",59,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1474",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1475",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1476",42,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"1477",51,"(2) Female","(1) Yes","(04) Daughter",4,40,NA,NA,NA
"1478",46,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1479",57,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1480",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1481",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1482",47,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"1483",59,"(1) Male","(1) Yes","(02) Wife",5,18,NA,"Never",6
"1484",63,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"1485",49,"(2) Female","(2) No",NA,NA,NA,11,"Never",7
"1486",50,"(1) Male","(2) No",NA,NA,NA,NA,"Never",5
"1487",43,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1488",74,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1489",39,"(2) Female","(2) No",NA,NA,NA,8,NA,6
"1490",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"1491",41,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",9
"1492",61,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"1493",66,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1494",65,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"1495",46,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1496",50,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",7
"1497",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1498",71,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"1499",40,"(2) Female","(2) No",NA,NA,NA,5,NA,7
"1500",51,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",9
"1501",48,"(2) Female","(1) Yes","(08) Sister",4,20,20,"Most or all of the time",3
"1502",37,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"1503",57,"(1) Male","(2) No",NA,NA,NA,5,"Never",8
"1504",54,"(2) Female","(2) No",NA,NA,NA,10,NA,6
"1505",75,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"1506",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"1507",49,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"1508",75,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"1509",59,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"1510",49,"(2) Female","(1) Yes","(06) Mother",52,8,NA,"Never",9
"1511",60,"(2) Female","(1) Yes","(08) Sister",3,96,8,"Never",10
"1512",54,"(1) Male","(1) Yes","(12) Mother-in-law",8,10,NA,NA,NA
"1513",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"1514",70,"(1) Male","(2) No",NA,NA,NA,16,"Never",NA
"1515",64,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",9
"1516",65,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",8
"1517",54,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"1518",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1519",42,"(1) Male","(1) Yes","(06) Mother",12,6,10,"Once or a few times",6
"1520",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1521",81,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"1522",77,"(1) Male","(2) No",NA,NA,NA,4,"Most or all of the time",4
"1523",53,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"1524",71,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"1525",83,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1526",56,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"1527",41,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",8
"1528",62,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",9
"1529",54,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"1530",43,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1531",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,4
"1532",70,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"1533",48,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",7
"1534",65,"(2) Female","(2) No",NA,NA,NA,6,"Never",10
"1535",80,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"1536",59,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1537",60,"(1) Male","(2) No",NA,NA,NA,7,"Never",7
"1538",61,"(1) Male","(1) Yes","(02) Wife",NA,NA,NA,NA,NA
"1539",46,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"1540",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1541",73,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"1542",41,"(2) Female","(1) Yes","(06) Mother",52,20,9,"Never",8
"1543",56,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"1544",34,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"1545",47,"(1) Male","(2) No",NA,NA,NA,8,"Never",6
"1546",46,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",9
"1547",62,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",8
"1548",60,"(1) Male","(1) Yes","(02) Wife",30,95,NA,NA,NA
"1549",77,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"1550",73,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"1551",68,"(1) Male","(1) Yes","(13) Other (specify)",20,3,4,"Never",10
"1552",63,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"1553",63,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1554",68,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"1555",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1556",47,"(1) Male","(2) No",NA,NA,NA,10,NA,5
"1557",81,"(2) Female","(2) No",NA,NA,NA,7,NA,10
"1558",63,"(2) Female","(1) Yes","(01) Husband",8,40,6,"Never",10
"1559",75,"(2) Female","(1) Yes","(01) Husband",52,4,NA,"Never",5
"1560",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1561",80,"(2) Female","(1) Yes","(12) Mother-in-law",4,10,NA,"Never",10
"1562",46,"(1) Male","(2) No",NA,NA,NA,10,"Most or all of the time",4
"1563",42,"(2) Female","(2) No",NA,NA,NA,11,"Never",10
"1564",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1565",62,"(2) Female","(2) No",NA,NA,NA,6,NA,10
"1566",38,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",6
"1567",58,"(1) Male","(2) No",NA,NA,NA,5,NA,8
"1568",71,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"1569",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1570",45,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"1571",83,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"1572",37,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1573",56,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"1574",39,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"1575",46,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"1576",43,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"1577",61,"(1) Male","(2) No",NA,NA,NA,6,NA,6
"1578",43,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"1579",43,"(2) Female","(1) Yes","(05) Father",52,8,4,"Most or all of the time",2
"1580",66,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"1581",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1582",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1583",58,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"1584",61,"(1) Male","(2) No",NA,NA,NA,4,"Never",7
"1585",60,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"1586",67,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1587",33,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"1588",36,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1589",44,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",7
"1590",71,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1591",46,"(1) Male","(2) No",NA,NA,NA,10,NA,6
"1592",64,"(2) Female","(1) Yes","(05) Father",26,12,NA,NA,8
"1593",72,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1594",56,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1595",56,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",7
"1596",53,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",5
"1597",53,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"1598",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1599",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1600",60,"(2) Female","(2) No",NA,NA,NA,10,"Most or all of the time",6
"1601",67,"(2) Female","(1) Yes","(13) Other (specify)",9,4,NA,NA,9
"1602",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1603",53,"(2) Female","(1) Yes","(06) Mother",37,3,NA,NA,NA
"1604",52,"(1) Male","(2) No",NA,NA,NA,7,NA,NA
"1605",52,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"1606",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1607",57,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"1608",62,"(1) Male","(2) No",NA,NA,NA,5,"Never",8
"1609",61,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"1610",52,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"1611",67,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",8
"1612",52,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"1613",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"1614",76,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1615",83,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"1616",39,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"1617",55,"(1) Male","(2) No",NA,NA,NA,11,"Never",10
"1618",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"1619",53,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",9
"1620",81,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1621",58,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"1622",36,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"1623",38,"(1) Male","(1) Yes","(06) Mother",52,20,NA,NA,6
"1624",76,"(1) Male","(1) Yes","(02) Wife",4,7,NA,"Never",10
"1625",45,"(2) Female","(2) No",NA,NA,NA,4,NA,10
"1626",66,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"1627",52,"(2) Female","(1) Yes","(06) Mother",52,5,9,NA,8
"1628",61,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",7
"1629",74,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1630",42,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"1631",66,"(1) Male","(2) No",NA,NA,NA,10,NA,5
"1632",58,"(1) Male","(2) No",NA,NA,NA,7,"Never",10
"1633",56,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"1634",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1635",60,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"1636",45,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"1637",66,"(1) Male","(1) Yes","(06) Mother",4,50,9,NA,8
"1638",57,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"1639",41,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1640",64,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"1641",42,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1642",50,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"1643",35,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",6
"1644",48,"(1) Male","(1) Yes","(12) Mother-in-law",12,6,9,"Never",8
"1645",37,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1646",48,"(1) Male","(1) Yes","(02) Wife",4,20,NA,NA,NA
"1647",40,"(2) Female","(2) No",NA,NA,NA,9,"Most or all of the time",8
"1648",59,"(2) Female","(2) No",NA,NA,NA,11,NA,5
"1649",70,"(2) Female","(2) No",NA,NA,NA,7,NA,9
"1650",53,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"1651",44,"(1) Male","(2) No",NA,NA,NA,4,NA,1
"1652",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1653",48,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",8
"1654",48,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1655",55,"(1) Male","(2) No",NA,NA,NA,7,NA,8
"1656",50,"(1) Male","(1) Yes","(06) Mother",52,10,9,"Never",8
"1657",50,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",8
"1658",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1659",37,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"1660",40,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"1661",58,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"1662",59,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",7
"1663",38,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",9
"1664",43,"(1) Male","(2) No",NA,NA,NA,10,NA,8
"1665",67,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"1666",69,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"1667",57,"(2) Female","(1) Yes","(13) Other (specify)",5,15,NA,NA,NA
"1668",42,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"1669",34,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",8
"1670",62,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"1671",48,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"1672",46,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1673",48,"(1) Male","(2) No",NA,NA,NA,5,NA,5
"1674",70,"(1) Male","(2) No",NA,NA,NA,NA,"Never",4
"1675",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"1676",37,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",4
"1677",58,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1678",49,"(2) Female","(1) Yes","(06) Mother",52,10,11,"Once or a few times",10
"1679",78,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1680",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1681",48,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"1682",64,"(1) Male","(2) No",NA,NA,NA,11,"Most or all of the time",3
"1683",44,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"1684",48,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"1685",49,"(2) Female","(2) No",NA,NA,NA,15,"Once or a few times",7
"1686",71,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"1687",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
